年月,區域別,里數,鄰數,戶數,性別,人口數,遷入人數,遷出人數,出生人數,死亡人數,平地原住民,山地原住民,年齡14歲以下人數,年齡15至64歲人數,年齡65歲以上人數
11209,北區,45,774,62005,男,74853,352,320,36,54,380,337,10646,53411,10796
11209,北區,45,774,62005,女,78714,415,334,29,38,449,518,10072,54710,13932
11209,香山,24,375,29504,男女合計,78882,343,345,36,47,679,564,9024,58262,11596
11209,香山,24,375,29504,男,39942,173,164,16,24,335,228,4668,30004,5270
11209,香山,24,375,29504,女,38940,170,181,20,23,344,336,4356,28258,6326
11210,新竹市,122,2166,178874,男女合計,455860,1624,1298,273,249,2259,2301,72625,316564,66671
11210,新竹市,122,2166,178874,男,224903,728,588,138,133,1036,904,37613,157885,29405
11210,新竹市,122,2166,178874,女,230957,896,710,135,116,1223,1397,35012,158679,37266
11210,東區,53,1017,87312,男女合計,223329,819,583,132,100,757,882,42941,150195,30193
11210,東區,53,1017,87312,男,110078,373,273,64,49,326,342,22348,74457,13273
11210,東區,53,1017,87312,女,113251,446,310,68,51,431,540,20593,75738,16920
11210,北區,45,774,62057,男女合計,153650,543,476,107,91,827,855,20683,108125,24842
11210,北區,45,774,62057,男,74891,235,202,54,49,379,337,10615,53437,10839
11210,北區,45,774,62057,女,78759,308,274,53,42,448,518,10068,54688,14003
11210,香山,24,375,29505,男女合計,78881,262,239,34,58,675,564,9001,58244,11636
11210,香山,24,375,29505,男,39934,120,113,20,35,331,225,4650,29991,5293
11210,香山,24,375,29505,女,38947,142,126,14,23,344,339,4351,28253,6343
11211,新竹市,122,2165,179129,男女合計,456116,1584,1300,210,238,2251,2307,72484,316594,67038
11211,新竹市,122,2165,179129,男,225043,740,577,116,139,1028,909,37554,157914,29575
11211,新竹市,122,2165,179129,女,231073,844,723,94,99,1223,1398,34930,158680,37463
11211,東區,53,1016,87471,男女合計,223548,811,603,109,98,764,889,42890,150292,30366
11211,東區,53,1016,87471,男,110204,390,273,66,57,327,346,22347,74492,13365
11211,東區,53,1016,87471,女,113344,421,330,43,41,437,543,20543,75800,17001
11211,北區,45,774,62143,男女合計,153707,527,435,65,100,821,857,20640,108106,24961
11211,北區,45,774,62143,男,74913,232,183,33,60,375,340,10585,53458,10870
11211,北區,45,774,62143,女,78794,295,252,32,40,446,517,10055,54648,14091
11211,香山,24,375,29515,男女合計,78861,246,262,36,40,666,561,8954,58196,11711
11211,香山,24,375,29515,男,39926,118,121,17,22,326,223,4622,29964,5340
11211,香山,24,375,29515,女,38935,128,141,19,18,340,338,4332,28232,6371
11212,新竹市,122,2165,179332,男女合計,456475,1599,1266,259,233,2248,2321,72425,316656,67394
11212,新竹市,122,2165,179332,男,225225,753,586,133,118,1030,915,37503,157983,29739
11212,新竹市,122,2165,179332,女,231250,846,680,126,115,1218,1406,34922,158673,37655
11212,東區,53,1016,87613,男女合計,223826,834,580,127,103,762,893,42880,150445,30501
11212,東區,53,1016,87613,男,110327,388,271,59,53,327,348,22321,74591,13415
11212,東區,53,1016,87613,女,113499,446,309,68,50,435,545,20559,75854,17086
11212,北區,45,774,62194,男女合計,153759,507,456,87,86,828,862,20618,108054,25087
11212,北區,45,774,62194,男,74960,248,200,42,43,378,342,10570,53462,10928
11212,北區,45,774,62194,女,78799,259,256,45,43,450,520,10048,54592,14159
11212,香山,24,375,29525,男女合計,78890,258,230,45,44,658,566,8927,58157,11806
11212,香山,24,375,29525,男,39938,117,115,32,22,325,225,4612,29930,5396
11212,香山,24,375,29525,女,38952,141,115,13,22,333,341,4315,28227,6410
11301,新竹市,122,2165,179509,男女合計,456535,1775,1648,213,280,2247,2331,72290,316542,67703
11301,新竹市,122,2165,179509,男,225291,860,749,123,168,1028,916,37452,157975,29864
11301,新竹市,122,2165,179509,女,231244,915,899,90,112,1219,1415,34838,158567,37839
11301,東區,53,1016,87750,男女合計,223935,932,803,98,118,761,894,42866,150423,30646
11301,東區,53,1016,87750,男,110420,460,350,57,74,326,348,22338,74620,13462
11301,東區,53,1016,87750,女,113515,472,453,41,44,435,546,20528,75803,17184
11301,北區,45,774,62231,男女合計,153743,582,565,68,101,829,872,20542,108011,25190
11301,北區,45,774,62231,男,74939,269,272,43,61,376,343,10522,53448,10969
11301,北區,45,774,62231,女,78804,313,293,25,40,453,529,10020,54563,14221
11301,香山,24,375,29528,男女合計,78857,261,280,47,61,657,565,8882,58108,11867
11301,香山,24,375,29528,男,39932,131,127,23,33,326,225,4592,29907,5433
11301,香山,24,375,29528,女,38925,130,153,24,28,331,340,4290,28201,6434
11302,新竹市,122,2165,179777,男女合計,456690,1700,1518,228,255,2263,2357,72127,316604,67959
11302,新竹市,122,2165,179777,男,225380,818,691,107,145,1040,930,37367,158053,29960
11302,新竹市,122,2165,179777,女,231310,882,827,121,110,1223,1427,34760,158551,37999
11302,東區,53,1016,87890,男女合計,224015,825,745,114,114,766,908,42822,150464,30729
11302,東區,53,1016,87890,男,110477,405,336,53,65,328,352,22323,74669,13485
11302,東區,53,1016,87890,女,113538,420,409,61,49,438,556,20499,75795,17244
11302,北區,45,774,62287,男女合計,153765,586,535,75,104,834,882,20459,108015,25291
11302,北區,45,774,62287,男,74941,276,253,36,57,379,351,10473,53443,11025
11302,北區,45,774,62287,女,78824,310,282,39,47,455,531,9986,54572,14266
11302,香山,24,375,29600,男女合計,78910,289,238,39,37,663,567,8846,58125,11939
11302,香山,24,375,29600,男,39962,137,102,18,23,333,227,4571,29941,5450
11302,香山,24,375,29600,女,38948,152,136,21,14,330,340,4275,28184,6489
11303,新竹市,122,2164,180037,男女合計,456872,1826,1595,260,309,2286,2392,72035,316619,68218
11303,新竹市,122,2164,180037,男,225455,879,760,133,177,1047,947,37325,158087,30043
11303,新竹市,122,2164,180037,女,231417,947,835,127,132,1239,1445,34710,158532,38175
11303,東區,53,1015,88033,男女合計,224181,926,769,134,125,778,925,42802,150546,30833
11303,東區,53,1015,88033,男,110539,442,378,68,70,334,357,22325,74689,13525
11303,東區,53,1015,88033,女,113642,484,391,66,55,444,568,20477,75857,17308
11303,北區,45,774,62387,男女合計,153805,582,502,84,124,847,899,20427,107982,25396
11303,北區,45,774,62387,男,74968,286,233,45,71,383,360,10448,53461,11059
11303,北區,45,774,62387,女,78837,296,269,39,53,464,539,9979,54521,14337
11303,香山,24,375,29617,男女合計,78886,318,324,42,60,661,568,8806,58091,11989
11303,香山,24,375,29617,男,39948,151,149,20,36,330,230,4552,29937,5459
11303,香山,24,375,29617,女,38938,167,175,22,24,331,338,4254,28154,6530
11304,新竹市,122,2164,180221,男女合計,456917,1587,1537,241,246,2325,2418,71884,316579,68454
11304,新竹市,122,2164,180221,男,225458,747,723,123,144,1065,958,37224,158077,30157
11304,新竹市,122,2164,180221,女,231459,840,814,118,102,1260,1460,34660,158502,38297
11304,東區,53,1015,88114,男女合計,224241,771,728,119,102,788,937,42789,150513,30939
11304,東區,53,1015,88114,男,110573,359,334,63,54,334,362,22303,74676,13594
11304,東區,53,1015,88114,女,113668,412,394,56,48,454,575,20486,75837,17345
11304,北區,45,774,62449,男女合計,153802,542,531,89,103,869,906,20354,107970,25478
11304,北區,45,774,62449,男,74951,248,248,46,63,396,360,10417,53453,11081
11304,北區,45,774,62449,女,78851,294,283,43,40,473,546,9937,54517,14397
11304,香山,24,375,29658,男女合計,78874,274,278,33,41,668,575,8741,58096,12037
11304,香山,24,375,29658,男,39934,140,141,14,27,335,236,4504,29948,5482
11304,香山,24,375,29658,女,38940,134,137,19,14,333,339,4237,28148,6555
11305,新竹市,122,2164,180602,男女合計,457040,2011,1900,260,248,2338,2435,71796,316585,68659
11305,新竹市,122,2164,180602,男,225552,972,876,142,144,1069,970,37199,158087,30266
11305,新竹市,122,2164,180602,女,231488,1039,1024,118,104,1269,1465,34597,158498,38393
11305,東區,53,1015,88339,男女合計,224295,985,936,116,111,796,937,42733,150517,31045
11305,東區,53,1015,88339,男,110605,473,443,62,60,335,366,22279,74672,13654
11305,東區,53,1015,88339,女,113690,512,493,54,51,461,571,20454,75845,17391
11305,北區,45,774,62529,男女合計,153784,636,664,100,90,864,922,20341,107918,25525
11305,北區,45,774,62529,男,74980,307,280,59,57,396,368,10427,53446,11107
11305,北區,45,774,62529,女,78804,329,384,41,33,468,554,9914,54472,14418
11305,香山,24,375,29734,男女合計,78961,390,300,44,47,678,576,8722,58150,12089
11305,香山,24,375,29734,男,39967,192,153,21,27,338,236,4493,29969,5505
11305,香山,24,375,29734,女,38994,198,147,23,20,340,340,4229,28181,6584
11306,新竹市,122,2164,180952,男女合計,457269,1661,1466,227,193,2352,2456,71698,316696,68875
11306,新竹市,122,2164,180952,男,225692,806,675,125,116,1077,980,37153,158180,30359
11306,新竹市,122,2164,180952,女,231577,855,791,102,77,1275,1476,34545,158516,38516
11306,東區,53,1015,88521,男女合計,224418,800,709,113,81,799,944,42689,150594,31135
11306,東區,53,1015,88521,男,110706,398,315,65,47,338,370,22260,74749,13697
11306,東區,53,1015,88521,女,113712,402,394,48,34,461,574,20429,75845,17438
11306,北區,45,774,62633,男女合計,153816,550,524,79,73,872,929,20299,107916,25601
11306,北區,45,774,62633,男,74993,265,245,39,46,400,373,10399,53456,11138
11306,北區,45,774,62633,女,78823,285,279,40,27,472,556,9900,54460,14463
11306,香山,24,375,29798,男女合計,79035,311,233,35,39,681,583,8710,58186,12139
11306,香山,24,375,29798,男,39993,143,115,21,23,339,237,4494,29975,5524
11306,香山,24,375,29798,女,39042,168,118,14,16,342,346,4216,28211,6615
11307,新竹市,122,2164,181293,男女合計,457344,1807,1712,242,262,2374,2485,71548,316734,69062
11307,新竹市,122,2164,181293,男,225718,816,786,135,139,1085,997,37072,158206,30440
11307,新竹市,122,2164,181293,女,231626,991,926,107,123,1289,1488,34476,158528,38622
11307,東區,53,1015,88685,男女合計,224440,859,845,127,119,808,944,42613,150613,31214
11307,東區,53,1015,88685,男,110695,375,396,72,62,343,371,22217,74749,13729
11307,東區,53,1015,88685,女,113745,484,449,55,57,465,573,20396,75864,17485
11307,北區,45,774,62734,男女合計,153818,608,583,67,90,881,944,20266,107881,25671
11307,北區,45,774,62734,男,75008,282,259,37,45,402,382,10379,53460,11169
11307,北區,45,774,62734,女,78810,326,324,30,45,479,562,9887,54421,14502
11307,香山,24,375,29874,男女合計,79086,340,284,48,53,685,597,8669,58240,12177
11307,香山,24,375,29874,男,40015,159,131,26,32,340,244,4476,29997,5542
11307,香山,24,375,29874,女,39071,181,153,22,21,345,353,4193,28243,6635
11308,新竹市,122,2164,181672,男女合計,457437,2070,2043,286,220,2400,2535,71392,316701,69344
11308,新竹市,122,2164,181672,男,225794,979,929,147,121,1094,1034,36994,158252,30548
11308,新竹市,122,2164,181672,女,231643,1091,1114,139,99,1306,1501,34398,158449,38796
11308,東區,53,1015,88851,男女合計,224381,944,1031,130,102,818,959,42523,150523,31335
11308,東區,53,1015,88851,男,110698,463,475,68,53,346,380,22175,74745,13778
11308,東區,53,1015,88851,女,113683,481,556,62,49,472,579,20348,75778,17557
11308,北區,45,774,62864,男女合計,153844,695,690,100,79,896,957,20183,107878,25783
11308,北區,45,774,62864,男,75027,317,309,50,39,407,395,10343,53473,11211
11308,北區,45,774,62864,女,78817,378,381,50,40,489,562,9840,54405,14572
11308,香山,24,375,29957,男女合計,79212,431,322,56,39,686,619,8686,58300,12226
11308,香山,24,375,29957,男,40069,199,145,29,29,341,259,4476,30034,5559
11308,香山,24,375,29957,女,39143,232,177,27,10,345,360,4210,28266,6667
11309,新竹市,122,2164,182408,男女合計,457441,2276,2317,277,232,2410,2546,71239,316646,69556
11309,新竹市,122,2164,182408,男,225781,1073,1109,151,128,1098,1033,36926,158227,30628
11309,新竹市,122,2164,182408,女,231660,1203,1208,126,104,1312,1513,34313,158419,38928
11309,東區,53,1015,89133,男女合計,224146,963,1246,145,97,824,967,42396,150326,31424
11309,東區,53,1015,89133,男,110563,453,613,79,54,349,383,22115,74628,13820
11309,東區,53,1015,89133,女,113583,510,633,66,43,475,584,20281,75698,17604
11309,北區,45,774,63114,男女合計,153942,831,719,85,99,901,960,20169,107923,25850
11309,北區,45,774,63114,男,75083,397,333,46,54,410,393,10339,53518,11226
11309,北區,45,774,63114,女,78859,434,386,39,45,491,567,9830,54405,14624
11309,香山,24,375,30161,男女合計,79353,482,352,47,36,685,619,8674,58397,12282
11309,香山,24,375,30161,男,40135,223,163,26,20,339,257,4472,30081,5582
11309,香山,24,375,30161,女,39218,259,189,21,16,346,362,4202,28316,6700
11310,新竹市,122,2165,183145,男女合計,457404,1775,1858,255,209,2420,2555,71049,316497,69858
11310,新竹市,122,2165,183145,男,225774,846,874,136,115,1106,1038,36842,158160,30772
11310,新竹市,122,2165,183145,女,231630,929,984,119,94,1314,1517,34207,158337,39086
11310,東區,53,1016,89479,男女合計,224122,834,875,117,100,829,968,42307,150279,31536
11310,東區,53,1016,89479,男,110552,406,424,62,55,353,385,22070,74619,13863
11310,東區,53,1016,89479,女,113570,428,451,55,45,476,583,20237,75660,17673
11310,北區,45,774,63368,男女合計,153918,627,654,78,75,898,966,20098,107842,25978
11310,北區,45,774,63368,男,75064,283,303,39,38,409,396,10304,53473,11287
11310,北區,45,774,63368,女,78854,344,351,39,37,489,570,9794,54369,14691
11310,香山,24,375,30298,男女合計,79364,314,329,60,34,693,621,8644,58376,12344
11310,香山,24,375,30298,男,40158,157,147,35,22,344,257,4468,30068,5622
11310,香山,24,375,30298,女,39206,157,182,25,12,349,364,4176,28308,6722
11311,新竹市,122,2165,183553,男女合計,457328,1402,1507,278,249,2420,2565,70915,316240,70173
11311,新竹市,122,2165,183553,男,225690,639,712,137,148,1111,1046,36763,158045,30882
11311,新竹市,122,2165,183553,女,231638,763,795,141,101,1309,1519,34152,158195,39291
11311,東區,53,1016,89673,男女合計,224100,693,761,143,97,827,967,42250,150168,31682
11311,東區,53,1016,89673,男,110520,312,360,67,51,356,385,22031,74566,13923
11311,東區,53,1016,89673,女,113580,381,401,76,46,471,582,20219,75602,17759
11311,北區,45,774,63518,男女合計,153918,472,475,85,82,900,970,20042,107781,26095
11311,北區,45,774,63518,男,75044,220,230,43,53,410,399,10270,53449,11325
11311,北區,45,774,63518,女,78874,252,245,42,29,490,571,9772,54332,14770
11311,香山,24,375,30362,男女合計,79310,237,271,50,70,693,628,8623,58291,12396
11311,香山,24,375,30362,男,40126,107,122,27,44,345,262,4462,30030,5634
11311,香山,24,375,30362,女,39184,130,149,23,26,348,366,4161,28261,6762
11312,新竹市,122,2165,183977,男女合計,457242,1567,1647,258,264,2436,2583,70773,316086,70383
11312,新竹市,122,2165,183977,男,225641,729,777,139,140,1121,1058,36688,157986,30967
11312,新竹市,122,2165,183977,女,231601,838,870,119,124,1315,1525,34085,158100,39416
11312,東區,53,1016,89905,男女合計,224043,749,831,132,107,838,969,42196,150082,31765
11312,東區,53,1016,89905,男,110482,347,394,64,55,365,387,21996,74529,13957
11312,東區,53,1016,89905,女,113561,402,437,68,52,473,582,20200,75553,17808
11312,北區,45,774,63634,男女合計,153897,530,532,83,102,897,985,19977,107753,26167
11312,北區,45,774,63634,男,75038,245,251,48,48,405,408,10238,53447,11353
11312,北區,45,774,63634,女,78859,285,281,35,54,492,577,9739,54306,14814
11312,香山,24,375,30438,男女合計,79302,288,284,43,55,701,629,8600,58251,12451
11312,香山,24,375,30438,男,40121,137,132,27,37,351,263,4454,30010,5657
11312,香山,24,375,30438,女,39181,151,152,16,18,350,366,4146,28241,6794
11401,新竹市,122,2165,184338,男女合計,457207,1326,1344,212,229,2437,2589,70646,315836,70725
11401,新竹市,122,2165,184338,男,225600,612,628,106,131,1122,1061,36636,157824,31140
11401,新竹市,122,2165,184338,女,231607,714,716,106,98,1315,1528,34010,158012,39585
11401,東區,53,1016,90051,男女合計,223960,594,689,108,96,838,968,42104,149939,31917
11401,東區,53,1016,90051,男,110444,281,321,54,52,363,389,21964,74431,14049
11401,東區,53,1016,90051,女,113516,313,368,54,44,475,579,20140,75508,17868
11401,北區,45,774,63775,男女合計,153928,486,434,67,88,900,988,19952,107693,26283
11401,北區,45,774,63775,男,75038,216,206,38,48,408,407,10227,53403,11408
11401,北區,45,774,63775,女,78890,270,228,29,40,492,581,9725,54290,14875
11401,香山,24,375,30512,男女合計,79319,246,221,37,45,699,633,8590,58204,12525
11401,香山,24,375,30512,男,40118,115,101,14,31,351,265,4445,29990,5683
11401,香山,24,375,30512,女,39201,131,120,23,14,348,368,4145,28214,6842
11402,新竹市,122,2165,185485,男女合計,456867,2206,2473,234,307,2452,2606,70494,315359,71014
11402,新竹市,122,2165,185485,男,225441,1063,1172,130,180,1134,1071,36595,157592,31254
11402,新竹市,122,2165,185485,女,231426,1143,1301,104,127,1318,1535,33899,157767,39760
11402,東區,53,1016,90609,男女合計,223705,1003,1231,111,138,839,978,41984,149734,31987
11402,東區,53,1016,90609,男,110349,492,569,63,81,364,389,21931,74348,14070
11402,東區,53,1016,90609,女,113356,511,662,48,57,475,589,20053,75386,17917
11402,北區,45,774,64183,男女合計,153901,805,801,77,108,911,995,19925,107571,26405
11402,北區,45,774,64183,男,75000,377,394,41,62,414,415,10207,53345,11448
11402,北區,45,774,64183,女,78901,428,407,36,46,497,580,9718,54226,14957
11402,香山,24,375,30693,男女合計,79261,398,441,46,61,702,633,8585,58054,12622
11402,香山,24,375,30693,男,40092,194,209,26,37,356,267,4457,29899,5736
11402,香山,24,375,30693,女,39169,204,232,20,24,346,366,4128,28155,6886
11403,新竹市,122,2165,187605,男女合計,456480,3056,3391,207,259,2469,2634,70393,314804,71283
11403,新竹市,122,2165,187605,男,225340,1495,1566,119,149,1146,1083,36557,157408,31375
11403,新竹市,122,2165,187605,女,231140,1561,1825,88,110,1323,1551,33836,157396,39908
11403,東區,53,1016,91691,男女合計,223342,1485,1830,102,120,837,990,41907,149344,32091
11403,東區,53,1016,91691,男,110218,723,852,60,62,366,397,21885,74198,14135
11403,東區,53,1016,91691,女,113124,762,978,42,58,471,593,20022,75146,17956
11403,北區,45,774,64880,男女合計,153900,1067,1048,65,85,925,1011,19925,107463,26512
11403,北區,45,774,64880,男,75033,531,487,38,49,420,419,10217,53334,11482
11403,北區,45,774,64880,女,78867,536,561,27,36,505,592,9708,54129,15030
11403,香山,24,375,31034,男女合計,79238,504,513,40,54,707,633,8561,57997,12680
11403,香山,24,375,31034,男,40089,241,227,21,38,360,267,4455,29876,5758
11403,香山,24,375,31034,女,39149,263,286,19,16,347,366,4106,28121,6922
11404,新竹市,122,2165,187812,男女合計,456368,1287,1352,193,240,2484,2650,70230,314594,71544
11404,新竹市,122,2165,187812,男,225298,596,613,110,135,1150,1092,36472,157336,31490
11404,新竹市,122,2165,187812,女,231070,691,739,83,105,1334,1558,33758,157258,40054
11404,東區,53,1016,91777,男女合計,223279,583,658,116,104,847,991,41819,149265,32195
11404,東區,53,1016,91777,男,110204,268,293,69,58,372,396,21860,74163,14181
11404,東區,53,1016,91777,女,113075,315,365,47,46,475,595,19959,75102,18014
11404,北區,45,774,64952,男女合計,153831,422,459,55,87,924,1018,19875,107354,26602
11404,北區,45,774,64952,男,75010,197,209,32,43,416,424,10171,53324,11515
11404,北區,45,774,64952,女,78821,225,250,23,44,508,594,9704,54030,15087
11404,香山,24,375,31083,男女合計,79258,282,235,22,49,713,641,8536,57975,12747
11404,香山,24,375,31083,男,40084,131,111,9,34,362,272,4441,29849,5794
11404,香山,24,375,31083,女,39174,151,124,13,15,351,369,4095,28126,6953
11405,新竹市,122,2165,188733,男女合計,455905,2042,2436,186,255,2487,2652,70052,314137,71716
11405,新竹市,122,2165,188733,男,225053,948,1148,89,134,1148,1095,36361,157117,31575
11405,新竹市,122,2165,188733,女,230852,1094,1288,97,121,1339,1557,33691,157020,40141
11405,東區,53,1016,92249,男女合計,222879,966,1349,94,111,852,996,41684,148951,32244
11405,東區,53,1016,92249,男,110015,447,625,51,62,372,399,21784,74019,14212
11405,東區,53,1016,92249,女,112864,519,724,43,49,480,597,19900,74932,18032
11405,北區,45,774,65228,男女合計,153737,672,732,58,92,922,1018,19835,107223,26679
11405,北區,45,774,65228,男,74938,316,360,24,52,414,425,10141,53250,11547
11405,北區,45,774,65228,女,78799,356,372,34,40,508,593,9694,53973,15132
11405,香山,24,375,31256,男女合計,79289,404,355,34,52,713,638,8533,57963,12793
11405,香山,24,375,31256,男,40100,185,163,14,20,362,271,4436,29848,5816
11405,香山,24,375,31256,女,39189,219,192,20,32,351,367,4097,28115,6977
11406,新竹市,122,2165,188891,男女合計,455829,1386,1420,215,257,2492,2666,69947,314030,71852
11406,新竹市,122,2165,188891,男,225027,644,633,114,151,1154,1104,36332,157059,31636
11406,新竹市,122,2165,188891,女,230802,742,787,101,106,1338,1562,33615,156971,40216
11406,東區,53,1016,92298,男女合計,222740,610,750,112,111,854,997,41559,148884,32297
11406,東區,53,1016,92298,男,109948,287,349,57,62,374,401,21720,73992,14236
11406,東區,53,1016,92298,女,112792,323,401,55,49,480,596,19839,74892,18061
11406,北區,45,774,65299,男女合計,153788,518,437,57,87,922,1018,19835,107204,26749
11406,北區,45,774,65299,男,74968,235,180,29,54,415,425,10152,53230,11586
11406,北區,45,774,65299,女,78820,283,257,28,33,507,593,9683,53974,15163
11406,香山,24,375,31294,男女合計,79301,258,233,46,59,716,651,8553,57942,12806
11406,香山,24,375,31294,男,40111,122,104,28,35,365,278,4460,29837,5814
11406,香山,24,375,31294,女,39190,136,129,18,24,351,373,4093,28105,6992
11407,新竹市,122,2165,188923,男女合計,455729,1273,1332,194,235,2500,2692,69814,313869,72046
11407,新竹市,122,2165,188923,男,224951,558,608,109,135,1160,1116,36259,156983,31709
11407,新竹市,122,2165,188923,女,230778,715,724,85,100,1340,1576,33555,156886,40337
11407,東區,53,1016,92298,男女合計,222588,531,679,89,93,851,1003,41470,148730,32388
11407,東區,53,1016,92298,男,109849,227,314,42,54,376,405,21657,73916,14276
11407,東區,53,1016,92298,女,112739,304,365,47,39,475,598,19813,74814,18112
11407,北區,45,774,65302,男女合計,153803,474,433,69,95,924,1029,19797,107176,26830
11407,北區,45,774,65302,男,74989,219,189,46,55,415,429,10145,53224,11620
11407,北區,45,774,65302,女,78814,255,244,23,40,509,600,9652,53952,15210
11407,香山,24,375,31323,男女合計,79338,268,220,36,47,725,660,8547,57963,12828
11407,香山,24,375,31323,男,40113,112,105,21,26,369,282,4457,29843,5813
11407,香山,24,375,31323,女,39225,156,115,15,21,356,378,4090,28120,7015
11408,新竹市,122,2165,189031,男女合計,455573,1534,1653,184,221,2517,2716,69620,313636,72317
11408,新竹市,122,2165,189031,男,224872,713,749,89,132,1168,1132,36166,156899,31807
11408,新竹市,122,2165,189031,女,230701,821,904,95,89,1349,1584,33454,156737,40510
11408,東區,53,1016,92332,男女合計,222339,677,930,96,92,852,1026,41305,148517,32517
11408,東區,53,1016,92332,男,109767,334,405,47,58,376,421,21602,73847,14318
11408,東區,53,1016,92332,女,112572,343,525,49,34,476,605,19703,74670,18199
11408,北區,45,774,65332,男女合計,153821,516,464,50,84,935,1031,19761,107136,26924
11408,北區,45,774,65332,男,74962,223,231,27,46,421,431,10110,53198,11654
11408,北區,45,774,65332,女,78859,293,233,23,38,514,600,9651,53938,15270
11408,香山,24,375,31367,男女合計,79413,341,259,38,45,730,659,8554,57983,12876
11408,香山,24,375,31367,男,40143,156,113,15,28,371,280,4454,29854,5835
11408,香山,24,375,31367,女,39270,185,146,23,17,359,379,4100,28129,7041
11409,新竹市,122,2163,189121,男女合計,455275,1442,1721,191,210,2515,2726,69414,313251,72610
11409,新竹市,122,2163,189121,男,224688,661,823,102,124,1161,1138,36056,156719,31913
11409,新竹市,122,2163,189121,女,230587,781,898,89,86,1354,1588,33358,156532,40697
11409,東區,53,1015,92320,男女合計,221997,603,937,87,95,849,1025,41125,148236,32636
11409,東區,53,1015,92320,男,109577,273,454,47,56,372,422,21510,73715,14352
11409,東區,53,1015,92320,女,112420,330,483,40,39,477,603,19615,74521,18284
11409,北區,45,773,65361,男女合計,153811,519,517,66,78,940,1042,19728,107045,27038
11409,北區,45,773,65361,男,74946,237,241,32,44,420,435,10105,53138,11703
11409,北區,45,773,65361,女,78865,282,276,34,34,520,607,9623,53907,15335
11409,香山,24,375,31440,男女合計,79467,320,267,38,37,726,659,8561,57970,12936
11409,香山,24,375,31440,男,40165,151,128,23,24,369,281,4441,29866,5858
11409,香山,24,375,31440,女,39302,169,139,15,13,357,378,4120,28104,7078
11410,新竹市,122,2162,189108,男女合計,455240,1165,1167,193,226,2520,2730,69250,312997,72993
11410,新竹市,122,2162,189108,男,224645,541,546,95,133,1159,1139,35973,156600,32072
11410,新竹市,122,2162,189108,女,230595,624,621,98,93,1361,1591,33277,156397,40921
11410,東區,53,1015,92291,男女合計,221890,498,585,81,101,848,1023,40978,148108,32804
11410,東區,53,1015,92291,男,109526,234,271,42,56,368,421,21433,73675,14418
11410,東區,53,1015,92291,女,112364,264,314,39,45,480,602,19545,74433,18386
11410,北區,45,772,65375,男女合計,153849,423,381,79,83,945,1047,19699,106990,27160
11410,北區,45,772,65375,男,74952,193,177,38,48,422,437,10100,53095,11757
11410,北區,45,772,65375,女,78897,230,204,41,35,523,610,9599,53895,15403
11410,香山,24,375,31442,男女合計,79501,244,201,33,42,727,660,8573,57899,13029
11410,香山,24,375,31442,男,40167,114,98,15,29,369,281,4440,29830,5897
11410,香山,24,375,31442,女,39334,130,103,18,13,358,379,4133,28069,7132
11411,新竹市,122,2162,189214,男女合計,455449,1174,941,187,211,2524,2752,69117,312990,73342
11411,新竹市,122,2162,189214,男,224714,525,443,98,111,1160,1147,35897,156569,32248
11411,新竹市,122,2162,189214,女,230735,649,498,89,100,1364,1605,33220,156421,41094
11411,東區,53,1015,92334,男女合計,221977,514,444,97,80,858,1035,40873,148148,32956
11411,東區,53,1015,92334,男,109559,229,203,51,44,371,423,21389,73673,14497
11411,東區,53,1015,92334,女,112418,285,241,46,36,487,612,19484,74475,18459
11411,北區,45,772,65421,男女合計,153929,429,312,57,94,945,1050,19680,106974,27275
11411,北區,45,772,65421,男,74963,196,165,29,49,421,439,10063,53090,11810
11411,北區,45,772,65421,女,78966,233,147,28,45,524,611,9617,53884,15465
11411,香山,24,375,31459,男女合計,79543,231,185,33,37,721,667,8564,57868,13111
11411,香山,24,375,31459,男,40192,100,75,18,18,368,285,4445,29806,5941
11411,香山,24,375,31459,女,39351,131,110,15,19,353,382,4119,28062,7170
11412,新竹市,122,2162,189365,男女合計,455740,1463,1148,214,238,2564,2795,69075,313035,73630
11412,新竹市,122,2162,189365,男,224870,675,513,122,128,1182,1169,35897,156581,32392
11412,新竹市,122,2162,189365,女,230870,788,635,92,110,1382,1626,33178,156454,41238
11412,東區,53,1015,92409,男女合計,222219,735,512,115,96,877,1054,40893,148230,33096
11412,東區,53,1015,92409,男,109689,331,227,66,40,382,434,21403,73710,14576
11412,東區,53,1015,92409,女,112530,404,285,49,56,495,620,19490,74520,18520
11412,北區,45,772,65473,男女合計,153915,458,446,70,96,958,1073,19609,106948,27358
11412,北區,45,772,65473,男,74960,217,203,41,58,428,449,10037,53073,11850
11412,北區,45,772,65473,女,78955,241,243,29,38,530,624,9572,53875,15508
11412,香山,24,375,31483,男女合計,79606,270,190,29,46,729,668,8573,57857,13176
11412,香山,24,375,31483,男,40221,127,83,15,30,372,286,4457,29798,5966
11412,香山,24,375,31483,女,39385,143,107,14,16,357,382,4116,28059,7210
11501,新竹市,122,2162,189449,男女合計,456003,1290,949,163,241,2599,2889,68961,313025,74017
11501,新竹市,122,2162,189449,男,224953,613,456,75,149,1200,1220,35814,156564,32575
11501,新竹市,122,2162,189449,女,231050,677,493,88,92,1399,1669,33147,156461,41442
