年月,區域別,里數,鄰數,戶數,性別,人口數,遷入人數,遷出人數,出生人數,死亡人數,平地原住民,山地原住民,年齡14歲以下人數,年齡15至64歲人數,年齡65歲以上人數
11501,東區,53,1015,92450,男女合計,222301,564,461,80,101,895,1094,40779,148268,33254
11501,東區,53,1015,92450,男,109707,274,227,36,65,391,453,21327,73729,14651
11501,東區,53,1015,92450,女,112594,290,234,44,36,504,641,19452,74539,18603
11501,北區,45,772,65505,男女合計,154041,484,329,57,86,965,1108,19610,106922,27509
11501,北區,45,772,65505,男,75001,223,155,28,55,431,468,10034,53040,11927
11501,北區,45,772,65505,女,79040,261,174,29,31,534,640,9576,53882,15582
11501,香山,24,375,31494,男女合計,79661,242,159,26,54,739,687,8572,57835,13254
11501,香山,24,375,31494,男,40245,116,74,11,29,378,299,4453,29795,5997
11501,香山,24,375,31494,女,39416,126,85,15,25,361,388,4119,28040,7257
11502,新竹市,122,2162,189529,男女合計,455961,1214,1193,153,216,2603,2894,68796,312901,74264
11502,新竹市,122,2162,189529,男,224921,538,542,84,112,1202,1221,35737,156472,32712
11502,新竹市,122,2162,189529,女,231040,676,651,69,104,1401,1673,33059,156429,41552
11502,東區,53,1015,92413,男女合計,222153,500,627,82,103,901,1093,40648,148134,33371
11502,東區,53,1015,92413,男,109629,224,290,45,57,396,454,21253,73656,14720
11502,東區,53,1015,92413,女,112524,276,337,37,46,505,639,19395,74478,18651
11502,北區,45,772,65589,男女合計,154124,458,347,46,74,965,1115,19584,106947,27593
11502,北區,45,772,65589,男,75045,206,156,26,32,431,469,10034,53036,11975
11502,北區,45,772,65589,女,79079,252,191,20,42,534,646,9550,53911,15618
11502,香山,24,375,31527,男女合計,79684,256,219,25,39,737,686,8564,57820,13300
11502,香山,24,375,31527,男,40247,108,96,13,23,375,298,4450,29780,6017
11502,香山,24,375,31527,女,39437,148,123,12,16,362,388,4114,28040,7283
